Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,Parsed Price,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.5 sec,"$65,500 ",Petrol,8,519 Nm,65.0,Chevrolet Tahoe LS,Chevrolet Tahoe LT,Chevrolet Suburban LT,Chevrolet Tahoe,Chevrolet Suburban
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.8 sec,"$70,000 ",Petrol,7,624 Nm,70.0,Chevrolet Tahoe Premier,Cadillac Escalade Platinum,Chevrolet Tahoe High Country,Cadillac Escalade,Chevrolet Suburban High Country
GMC,Terrain,1.5L Turbo 4-cylinder,1500 cc,175 hp,190 km/h,9.5 sec,"$29,900 ",Petrol,5,275 Nm,29.0,GMC Terrain Denali,GMC Terrain AT4,GMC Terrain Elevation Edition,GMC Terrain SLT,GMC Terrain All-Terrain Edition
GMC,Acadia,2.0L Turbo 4-cylinder,2000 cc,228 hp,200 km/h,7.8 sec,"$36,800 ",Petrol,7,350 Nm,36.0,GMC Acadia Black Edition,GMC Acadia Denali,GMC Acadia Denali Ultimate,GMC Yukon XL Denali Reserve,Nissan Xterra
GMC,Yukon,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,"$57,400 ",Petrol,8,519 Nm,57.0,GMC Yukon XL Elevation,GMC Sierra 1500 AT4,Chevrolet Tahoe LT,Chevrolet Tahoe Midnight Edition,GMC Yukon Trailering Edition
GMC,Yukon XL,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.9 sec,"$61,100 ",Petrol,8,624 Nm,61.0,GMC Yukon Denali,GMC Yukon XL Denali Ultimate,GMC Yukon Denali Performance,GMC Yukon Denali Ultimate Black,GMC Sierra Denali
GMC,Canyon,2.7L Turbo 4-cylinder,2700 cc,310 hp,190 km/h,7.6 sec,"$36,900 ",Petrol,5,583 Nm,36.0,GMC Sierra Elevation,GMC Canyon AT4,GMC Canyon Denali,GMC Terrain Elevation Edition,GMC Terrain All-Terrain Edition
GMC,Sierra 1500,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.3 sec,"$37,100 ",Petrol,6,519 Nm,37.0,GMC Sierra 1500 AT4,Chevrolet Silverado 1500 RST,Chevrolet Silverado 1500 High Country,Chevrolet Silverado 1500,GMC Yukon XL AT4
GMC,Sierra 2500HD,6.6L V8 Diesel,6600 cc,401 hp,175 km/h,7.5 sec,"$43,900 ",Diesel,6,629 Nm,43.0,GMC Sierra 2500HD Denali,GMC Sierra 3500HD,GMC Sierra 2500HD Denali Black Edition,Chevrolet Silverado 3500HD,GMC Sierra 2500HD AT4
GMC,Sierra 3500HD,6.6L V8 Diesel,6600 cc,445 hp,175 km/h,7.4 sec,"$49,000 ",Diesel,6,1234 Nm,49.0,GMC Sierra 2500HD Denali,GMC Sierra 2500HD,Chevrolet Silverado 3500HD High Country,Chevrolet Silverado 2500HD LTZ,Chevrolet Silverado 3500HD
GMC,Hummer EV Pickup,Dual-Motor Electric,212 kWh,625 hp,170 km/h,3.0 sec,"$108,700 ",Electric,5,1000+ Nm,108.0,GMC Hummer EV SUV,GMC Hummer EV Omega Edition,GMC Hummer EV Pickup Edition 1,GMC Hummer EV SUV Edition 1,GMC Hummer EV SUV Extreme Off-Road
GMC,Hummer EV SUV,Dual-Motor Electric,212 kWh,625 hp,170 km/h,3.5 sec,"$105,600 ",Electric,5,1000+ Nm,105.0,GMC Hummer EV Pickup,GMC Hummer EV SUV Edition 1,Kia EV6 GT Performance,GMC Hummer EV Pickup Edition 1,GMC Hummer EV Adventure Series
GMC,Yukon Denali,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.8 sec,"$72,800 ",Petrol,8,624 Nm,72.0,GMC Yukon XL,GMC Yukon XL Denali Ultimate,Chevrolet Tahoe Sport Edition,GMC Yukon Denali Performance,GMC Yukon Denali Ultimate Black
GMC,Sierra Denali,6.2L V8 Gasoline,6200 cc,420 hp,190 km/h,6.7 sec,"$66,800 ",Petrol,6,624 Nm,66.0,GMC Yukon XL Denali Ultimate,Chevrolet Tahoe High Country,GMC Yukon XL,GMC Yukon Denali,Cadillac Escalade
GMC,Terrain AT4,1.5L Turbo 4-cylinder,1500 cc,175 hp,190 km/h,9.6 sec,"$36,500 ",Petrol,5,275 Nm,36.0,GMC Terrain,GMC Terrain Denali,GMC Terrain Elevation Edition,GMC Terrain All-Terrain Edition,GMC Terrain SLT
GMC,Acadia AT4,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.6 sec,"$41,400 ",Petrol,6,366 Nm,41.0,GMC Acadia SLE,GMC Sierra Elevation,GMC Canyon,GMC Sierra 1500,GMC Acadia Denali
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,"$53,800 ",Petrol,6,519 Nm,53.0,GMC Yukon,GMC Sierra 1500,Chevrolet Tahoe RST,Chevrolet Silverado 1500 High Country,Chevrolet Silverado 1500 Trail Boss
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,6600 cc,401 hp,175 km/h,7.5 sec,"$72,200 ",Diesel,6,1234 Nm,72.0,GMC Sierra 2500HD,GMC Sierra 3500HD,Chevrolet Silverado 2500HD LTZ,Chevrolet Silverado 3500HD,Chevrolet Silverado 3500HD High Country
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,2700 cc,310 hp,190 km/h,7.6 sec,"$45,000 ",Petrol,5,583 Nm,45.0,GMC Canyon,GMC Canyon Denali,GMC Canyon AT4,GMC Terrain,GMC Sierra 1500 Denali Ultimate
GMC,Canyon AT4,2.7L Turbo 4-cylinder,2700 cc,310 hp,190 km/h,7.5 sec,"$43,900 ",Petrol,5,583 Nm,43.0,GMC Canyon Denali,GMC Sierra Elevation,GMC Canyon,GMC Sierra HD Denali Reserve,GMC Sierra 2500HD AT4
GMC,Canyon Denali,2.7L Turbo 4-cylinder,2700 cc,310 hp,190 km/h,7.5 sec,"$48,000 ",Petrol,5,583 Nm,48.0,GMC Canyon AT4,GMC Canyon,GMC Sierra Elevation,GMC Sierra 2500HD AT4,GMC Sierra 2500HD Denali Black Edition
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.7 sec,"$93,800 ",Petrol,8,624 Nm,93.0,GMC Yukon XL,GMC Yukon Denali,GMC Sierra Denali,GMC Yukon Denali Ultimate Black,Chevrolet Tahoe High Country
GMC,Terrain Denali,1.5L Turbo 4-cylinder,1500 cc,175 hp,190 km/h,9.5 sec,"$38,600 ",Petrol,5,275 Nm,38.0,GMC Terrain,GMC Terrain AT4,GMC Terrain All-Terrain Edition,GMC Terrain SLT,GMC Terrain Elevation Edition
GMC,Acadia Denali,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,"$54,300 ",Petrol,7,366 Nm,54.0,GMC Acadia Black Edition,GMC Acadia Denali Ultimate,GMC Acadia SLE,GMC Yukon XL Denali Reserve,Nissan Patrol Desert Edition
GMC,Yukon AT4,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.1 sec,"$71,505 ",Petrol,8,519 Nm,71.0,GMC Yukon XL Elevation,GMC Yukon XL AT4,GMC Yukon Trailering Edition,GMC Yukon XL SLT,GMC Yukon
GMC,Yukon XL AT4,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.3 sec,"$73,305 ",Petrol,8,519 Nm,73.0,GMC Yukon XL SLT,GMC Yukon XL Elevation,GMC Yukon AT4,GMC Yukon Trailering Edition,GMC Yukon
GMC,Sierra 1500 Elevation,2.7L Turbo engine,"2,713 cc",310 hp,180 km/h,7.0 sec,"$52,000 ",Petrol,5,569 Nm,52.0,GMC Canyon,GMC Sierra 2500HD Denali Black Edition,GMC Sierra 3500HD AT4,GMC Canyon Elevation,GMC Canyon Denali Black Edition
GMC,Sierra 1500 SLT,5.3L V8 engine,"5,327 cc",355 hp,180 km/h,6.8 sec,"$56,000 ",Petrol,5,519 Nm,56.0,GMC Yukon XL AT4,GMC Yukon Trailering Edition,GMC Canyon AT4X Edition 1,GMC Yukon XL Elevation,GMC Yukon XL SLT
GMC,Sierra 2500HD AT4,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,"$70,000 ",Petrol,5,629 Nm,70.0,GMC Sierra 2500HD Denali Black Edition,GMC Sierra HD Denali Reserve,GMC Sierra 3500HD AT4,GMC Canyon AT4,GMC Canyon Denali
GMC,Sierra 3500HD AT4,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.7 sec,"$72,000 ",Petrol,5,629 Nm,72.0,GMC Sierra HD Denali Reserve,GMC Sierra 2500HD Denali Black Edition,GMC Sierra 2500HD Pro,GMC Sierra 2500HD AT4,GMC Sierra 3500HD Pro
GMC,Canyon Elevation,2.5L I4 engine,"2,488 cc",200 hp,175 km/h,8.5 sec,"$36,300 ",Petrol,5,259 Nm,36.0,GMC Canyon SLT,GMC Terrain Denali,GMC Sierra Denali CarbonPro,GMC Sierra 1500 SLT,GMC Sierra 2500HD AT4
GMC,Canyon Denali Black Edition,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.9 sec,"$44,000 ",Petrol,5,373 Nm,44.0,GMC Canyon AT4X,GMC Canyon AT4X Edition 1,GMC Sierra 1500 AT4X,GMC Sierra Denali CarbonPro,GMC Sierra 1500 SLT
GMC,Sierra 1500 Denali Ultimate,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.8 sec,"$80,000 ",Petrol,5,624 Nm,80.0,GMC Sierra Denali CarbonPro,GMC Sierra 1500 AT4X,GMC Yukon Denali Performance,GMC Yukon Denali Ultimate Black,GMC Yukon XL Denali Reserve
GMC,Yukon XL Denali Reserve,6.2L V8 engine,"6,162 cc",420 hp,210 km/h,6.0 sec,"$82,000 ",Petrol,7,624 Nm,82.0,GMC Yukon Denali Ultimate Black,GMC Yukon Denali Performance,GMC Sierra 1500 Denali Ultimate,GMC Sierra 1500 AT4X,GMC Sierra Denali CarbonPro
GMC,Terrain Elevation Edition,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.3 sec,"$28,700 ",Petrol,5,275 Nm,28.0,GMC Terrain All-Terrain Edition,GMC Terrain SLT,GMC Terrain,GMC Terrain AT4,GMC Terrain Denali
GMC,Acadia Black Edition,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,"$45,000 ",Petrol,7,366 Nm,45.0,GMC Acadia Denali,GMC Acadia Denali Ultimate,GMC Acadia SLE,Nissan Patrol NISMO,Nissan Infiniti QX80*
GMC,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",200 kWh,Up to 830 hp,170 km/h,3.5 sec,"$96,550 ",Electric,5,"15,590 Nm",96.0,GMC Hummer EV Pickup Edition 1,GMC Hummer EV Adventure Series,GMC Hummer EV Omega Edition,GMC Hummer EV SUV Extreme Off-Road,GMC Hummer EV SUV
GMC,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",200 kWh,"Up to 1,000 hp",170 km/h,3.0 sec,"$96,550 ",Electric,5,"15,590 Nm",96.0,GMC Hummer EV Omega Edition,GMC Hummer EV Adventure Series,GMC Hummer EV SUV Extreme Off-Road,GMC Hummer EV SUV Edition 1,GMC Hummer EV Pickup
GMC,Sierra Denali CarbonPro,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.8 sec,"$65,000 ",Petrol,5,624 Nm,65.0,GMC Sierra 1500 Denali Ultimate,GMC Sierra 1500 AT4X,GMC Yukon Denali Performance,GMC Yukon Denali Ultimate Black,GMC Yukon XL Denali Reserve
GMC,Yukon Denali Performance,6.2L V8 engine,"6,162 cc",420 hp,210 km/h,6.0 sec,"$76,805 ",Petrol,8,624 Nm,76.0,GMC Yukon Denali Ultimate Black,GMC Yukon XL Denali Reserve,GMC Yukon Denali,GMC Yukon XL Denali Ultimate,GMC Yukon XL
GMC,Sierra 2500HD Denali Black Edition,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,"$75,000 ",Petrol,5,629 Nm,75.0,GMC Sierra HD Denali Reserve,GMC Sierra 2500HD AT4,GMC Sierra 3500HD AT4,GMC Canyon AT4,GMC Canyon Denali
GMC,Canyon AT4X,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.9 sec,"$50,000 ",Petrol,5,373 Nm,50.0,GMC Canyon Denali Black Edition,GMC Canyon AT4X Edition 1,GMC Sierra 1500 AT4X,TOYOTA AVALON,GMC Sierra 1500 SLT
GMC,Yukon XL SLT,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.3 sec,"$65,000 ",Petrol,8,519 Nm,65.0,GMC Yukon XL AT4,GMC Yukon XL Elevation,GMC Yukon AT4,GMC Yukon Trailering Edition,GMC Yukon
GMC,Sierra 1500 Pro,4.3L V6 engine,"4,300 cc",285 hp,180 km/h,7.5 sec,"$37,700 ",Petrol,3,413 Nm,37.0,GMC Sierra 2500HD Denali Black Edition,GMC Canyon Denali,GMC Canyon AT4,GMC Sierra HD Denali Reserve,GMC Sierra 2500HD AT4
GMC,Sierra 2500HD Pro,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.7 sec,"$60,000 ",Petrol,3,629 Nm,60.0,GMC Sierra 3500HD Pro,GMC Sierra 3500HD AT4,GMC Sierra HD Denali Reserve,GMC Sierra 2500HD AT4,GMC Sierra 2500HD Denali Black Edition
GMC,Sierra 3500HD Pro,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.8 sec,"$62,000 ",Petrol,3,629 Nm,62.0,GMC Sierra 2500HD Pro,GMC Sierra HD Denali Reserve,GMC Sierra 3500HD AT4,GMC Sierra 2500HD AT4,GMC Sierra 2500HD Denali Black Edition
GMC,Terrain SLT,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.4 sec,"$31,000 ",Petrol,5,275 Nm,31.0,GMC Terrain All-Terrain Edition,GMC Terrain Elevation Edition,GMC Terrain,GMC Terrain AT4,GMC Terrain Denali
GMC,Acadia SLE,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.6 sec,"$40,000 ",Petrol,7,366 Nm,40.0,GMC Acadia Denali Ultimate,GMC Acadia Denali,GMC Acadia Black Edition,Chevrolet Blazer Premier,Nissan Patrol Royale
GMC,Canyon SLT,2.5L I4 engine,"2,488 cc",200 hp,175 km/h,8.6 sec,"$38,000 ",Petrol,5,259 Nm,38.0,GMC Canyon Elevation,Nissan Gloria,GMC Canyon AT4,GMC Sierra 1500 Denali Ultimate,GMC Canyon Denali Black Edition
GMC,Yukon XL Elevation,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.4 sec,"$75,000 ",Petrol,8,519 Nm,75.0,GMC Yukon XL AT4,GMC Yukon Trailering Edition,GMC Yukon AT4,GMC Yukon,GMC Yukon XL SLT
GMC,Sierra 1500 AT4X,6.2L V8 engine,"6,162 cc",420 hp,200 km/h,5.9 sec,"$82,000 ",Petrol,5,624 Nm,82.0,GMC Sierra Denali CarbonPro,GMC Sierra 1500 Denali Ultimate,GMC Yukon Denali Performance,GMC Yukon Denali Ultimate Black,GMC Yukon XL Denali Reserve
GMC,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",200 kWh,Up to 830 hp,170 km/h,3.6 sec,"$110,000 ",Electric,5,"15,590 Nm",110.0,GMC Hummer EV Adventure Series,GMC Hummer EV Omega Edition,GMC Hummer EV SUV Edition 1,GMC Hummer EV Pickup Edition 1,GMC Hummer EV Pickup
GMC,Sierra EV Denali,Electric motors with advanced AWD,200 kWh,Up to 754 hp,170 km/h,4.5 sec,"$108,700 ",Electric,5,"1,064 Nm",108.0,Jaguar Land Rover Jaguar I-PACE First Edition,GMC Hummer EV SUV Edition 1,GMC Hummer EV SUV,GMC Hummer EV Pickup,Jaguar Land Rover Jaguar I-PACE Electric Performance
GMC,Hummer EV Omega Edition,"Electric motors with up to 11,500 lb-ft torque",200 kWh,"Up to 1,000 hp",170 km/h,3.0 sec,"$112,700 ",Electric,5,"15,590 Nm",112.0,GMC Hummer EV Pickup Edition 1,GMC Hummer EV Adventure Series,GMC Hummer EV SUV Extreme Off-Road,GMC Hummer EV SUV Edition 1,GMC Hummer EV Pickup
GMC,Canyon AT4X Edition 1,3.6L V6 engine,"3,564 cc",308 hp,180 km/h,6.8 sec,"$55,000 ",Petrol,5,373 Nm,55.0,GMC Canyon AT4X,GMC Canyon Denali Black Edition,GMC Sierra 1500 SLT,GMC Sierra 2500HD Denali Black Edition,GMC Sierra 3500HD AT4
GMC,Yukon Denali Ultimate Black,6.2L V8 engine,"6,162 cc",420 hp,210 km/h,6.0 sec,"$90,000 ",Petrol,8,624 Nm,90.0,GMC Yukon Denali Performance,GMC Yukon XL Denali Reserve,GMC Sierra 1500 AT4X,GMC Yukon XL Denali Ultimate,GMC Sierra 1500 Denali Ultimate
GMC,Sierra HD Denali Reserve,6.6L V8 engine,"6,600 cc",401 hp,170 km/h,7.5 sec,"$85,000 ",Petrol,5,629 Nm,85.0,GMC Sierra 2500HD Denali Black Edition,GMC Sierra 2500HD AT4,GMC Sierra 3500HD AT4,GMC Canyon Denali,GMC Sierra 3500HD Pro
GMC,Acadia Denali Ultimate,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,"$60,000 ",Petrol,7,366 Nm,60.0,GMC Acadia Black Edition,GMC Acadia Denali,GMC Acadia SLE,Nissan Infiniti QX80*,Cadillac XT6
GMC,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,"1,490 cc",170 hp,200 km/h,9.3 sec,"$35,000 ",Petrol,5,275 Nm,35.0,GMC Terrain Elevation Edition,GMC Terrain SLT,GMC Terrain,GMC Terrain AT4,GMC Terrain Denali
GMC,Yukon Trailering Edition,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.5 sec,"$78,000 ",Petrol,8,519 Nm,78.0,GMC Yukon XL SLT,GMC Yukon XL Elevation,GMC Yukon XL AT4,GMC Yukon AT4,Chevrolet Tahoe Midnight Edition
GMC,Hummer EV Adventure Series,"Electric motors with up to 11,500 lb-ft torque",200 kWh,Up to 830 hp,170 km/h,3.6 sec,"$105,000 ",Electric,5,"15,590 Nm",105.0,GMC Hummer EV SUV Extreme Off-Road,GMC Hummer EV SUV Edition 1,GMC Hummer EV Pickup Edition 1,GMC Hummer EV Omega Edition,GMC Sierra EV Denali
Kia,Rio,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$17,000 ",Petrol,5,151 Nm,17.0,Kia Rio 5-Door S,Kia Rio S,Kia Rio 5-Door,Kia Seltos LX,Kia Forte GT Turbo
Kia,Rio 5-Door,1.6L 4-Cylinder,1591 cc,120 hp,180 km/h,10.3 sec,"$18,000 ",Petrol,5,151 Nm,18.0,Kia Rio 5-Door S,Kia Rio S,Kia Rio,Kia Seltos LX,Kia Forte GT Turbo
Kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$28,000 ",Petrol,5,264 Nm,28.0,Kia Seltos SX,Kia Seltos X-Line Turbo,Kia Seltos SX Turbo,Kia Forte GT-Line,Kia K5 GT-Line
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4 + Electric Motor,"1,599 cc (petrol) + Electric Motor",360 hp,250 km/h,5.2 sec,"$55,000 ",Hybrid,5,520 Nm,55.0,Peugeot 508 PSE (Peugeot Sport Engineered),Peugeot 508 PSE,Peugeot 508 Hybrid4,Peugeot 3008 Hybrid4,Peugeot 308 PSE
Kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500 cc,277 hp,220 km/h,7.0 sec,"$42,000 ",Petrol,7,421 Nm,42.0,Kia Telluride SX,Kia Telluride Limited Edition,Kia Telluride LX,Kia Telluride SX Prestige,Kia Telluride EX
Kia,Telluride SX,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$50,000 ",Petrol,7,355 Nm,50.0,Kia Telluride EX,Kia Telluride Limited Edition,Kia Telluride LX,Kia Telluride SX Prestige,Kia Telluride Nightfall Edition
Kia,Forte LXS,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$19,000 ",Petrol,5,179 Nm,19.0,Kia Forte EX Premium,Kia Forte FE,Kia Seltos LX,Kia Forte Limited Edition,Kia Soul EX
Kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591 cc,180 hp,220 km/h,7.8 sec,"$28,500 ",Petrol,5,264 Nm,28.0,Kia K5 GT-Line,Kia Forte GT-Line,Kia Seltos Nightfall Edition,Kia Seltos X-Line Turbo,Kia Soul Turbo
Kia,Niro Plug-In Hybrid,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$33,000 ",Hybrid,5,265 Nm,33.0,Kia Niro Touring,Kia Niro SX Touring,Kia Niro EX,Kia Niro SX Hybrid,Mitsubishi Outlander PHEV
Kia,EV6 Wind,Electric Motor,77.4 kWh,225 hp,190 km/h,5.2 sec,"$50,000 ",Electric,5,350 Nm,50.0,Kia EV6 Light,HYUNDAI IONIQ 6,Kia EV6 AWD GT-Line,Kia EV6 First Edition AWD,Kia EV6 GT Performance
Kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,"$28,000 ",Petrol,5,264 Nm,28.0,Kia Forte GT Turbo,Kia Forte GT-Line,Kia Seltos SX,Kia K5 EX,Kia Seltos SX Turbo
Kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591 cc,175 hp,210 km/h,7.5 sec,"$28,500 ",Petrol,5,264 Nm,28.0,Kia Seltos X-Line Turbo,Kia Seltos Nightfall Edition,Kia Seltos SX Turbo,Kia Forte GT-Line,Kia K5 GT-Line
Kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500 cc,300 hp,270 km/h,5.0 sec,"$55,000 ",Petrol,5,422 Nm,55.0,Kia Stinger GT-Line,Kia Rio S,Kia Sorento X-Line,Kia Rio 5-Door S,Kia Soul EX Designer Edition
Kia,Sorento Hybrid SX Prestige,1.6L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,"$47,000 ",Hybrid,7,352 Nm,47.0,Kia Sorento Hybrid EX,Kia Sorento X-Pro Hybrid,Kia Sorento SX Prestige,Kia Niro SX Hybrid,Kia Telluride EX
Kia,Carnival EX,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,"$42,500 ",Petrol,8,355 Nm,42.0,Kia Carnival MPV EX,Kia Carnival LXS,Kia Carnival SX Prestige,Kia Carnival Special Edition,Kia Telluride LX
Kia,Telluride Nightfall Edition,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$51,000 ",Petrol,7,355 Nm,51.0,Kia Telluride EX,Kia Telluride Limited Edition,Kia Telluride LX,Kia Telluride SX Prestige,Kia Telluride SX
Peugeot,508 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225 hp,210 km/h,7.5 sec,"$44,000 ",Hybrid,5,360 Nm,44.0,Peugeot 3008 Plug-In Hybrid,Peugeot 508 Hybrid4,Peugeot 508 PSE (Peugeot Sport Engineered),Peugeot 208 PSE (Peugeot Sport Engineered),Volkswagen Tiguan eHybrid
Kia,EV6 First Edition,Electric Motor,77.4 kWh,320 hp,230 km/h,5.0 sec,"$58,000 ",Electric,5,450 Nm,58.0,Kia EV6 First Edition AWD,Kia EV6 AWD GT-Line,Kia EV6 Wind,Kia EV6 GT Performance,Kia EV6 Light
Kia,Niro Touring,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$33,000 ",Hybrid,5,265 Nm,33.0,Kia Niro SX Touring,Kia Niro EX,Kia Niro Plug-In Hybrid,Kia Niro SX Hybrid,Mitsubishi Outlander PHEV
Kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591 cc,201 hp,200 km/h,6.5 sec,"$25,000 ",Petrol,5,264 Nm,25.0,Kia Forte GT Turbo,Kia Soul Turbo,Kia Seltos SX,Kia K5 EX,Kia Seltos SX Turbo
Kia,Seltos EX,2.0L 4-Cylinder,1999 cc,146 hp,190 km/h,9.0 sec,"$23,500 ",Petrol,5,179 Nm,23.0,Kia Soul EX,Kia Forte FE,Kia Soul S,Kia Seltos LX,Kia Soul EX Designer Edition
Peugeot,3008 Plug-In Hybrid,Hybrid I4 + Electric Motor,"1,598 cc (petrol) + Electric Motor",225 hp,210 km/h,7.0 sec,"$42,000 ",Hybrid,5,360 Nm,42.0,Peugeot 508 Plug-In Hybrid,Peugeot 208 PSE (Peugeot Sport Engineered),Peugeot 508 Hybrid4,Peugeot 508 PSE (Peugeot Sport Engineered),Peugeot 3008 Hybrid4
Kia,Sorento LX,2.5L 4-Cylinder,2500 cc,191 hp,210 km/h,8.5 sec,"$35,500 ",Petrol,7,246 Nm,35.0,Kia Telluride LX,Kia Telluride SX Prestige,Mitsubishi Outlander,Kia Sorento X-Line,Kia Telluride SX
Kia,Telluride EX,3.8L V6,3778 cc,291 hp,240 km/h,7.0 sec,"$44,000 ",Petrol,7,355 Nm,44.0,Kia Telluride Limited Edition,Kia Telluride SX Prestige,Kia Telluride LX,Kia Telluride Nightfall Edition,Kia Telluride SX
Kia,Soul EX,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.5 sec,"$22,000 ",Petrol,5,179 Nm,22.0,Kia Soul EX Designer Edition,Kia Soul S,Kia Soul GT Designer Edition,Kia Forte LXS,Kia Forte Limited Edition
Kia,Forte FE,2.0L 4-Cylinder,1999 cc,147 hp,190 km/h,9.2 sec,"$18,500 ",Petrol,5,179 Nm,18.0,Kia Forte LXS,Kia Seltos LX,Kia Forte Limited Edition,Kia Forte EX Premium,Kia Soul EX
Kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591 cc,180 hp,220 km/h,7.8 sec,"$29,000 ",Petrol,5,264 Nm,29.0,Kia K5 EX,Kia Forte GT-Line,Kia Seltos Nightfall Edition,Kia Seltos X-Line Turbo,Kia Forte GT Turbo
Kia,Carnival LXS,3.5L V6,3500 cc,290 hp,220 km/h,8.0 sec,"$39,500 ",Petrol,8,355 Nm,39.0,Kia Carnival MPV EX,Kia Carnival Special Edition,Kia Carnival SX Prestige,Kia Carnival EX,Kia Telluride LX
Kia,EV6 Light,Electric Motor,77.4 kWh,225 hp,190 km/h,5.2 sec,"$46,000 ",Electric,5,350 Nm,46.0,Kia EV6 Wind,HYUNDAI IONIQ 6,Kia EV6 AWD GT-Line,Kia EV6 First Edition AWD,Kia EV6 GT Performance
Kia,Niro EX,1.6L 4-Cylinder Hybrid,1591 cc,139 hp,180 km/h,10.5 sec,"$30,000 ",Hybrid,5,265 Nm,30.0,Kia Niro Touring,Kia Niro SX Touring,Kia Niro Plug-In Hybrid,Kia Niro SX Hybrid,Mitsubishi Outlander PHEV
Kia,Stinger GT,3.3L Turbocharged V6,3300 cc,365 hp,270 km/h,4.7 sec,"$51,500 ",Petrol,5,510 Nm,51.0,Kia Forte GT-Line,Kia K5 EX,Kia Rio 5-Door S,Kia Rio S,Kia Rio
Kia,Sorento SX Prestige,2.5L Hybrid Turbocharged 4-Cylinder,1591 cc,227 hp,200 km/h,7.9 sec,"$48,000 ",Hybrid,7,352 Nm,48.0,Kia Sorento Hybrid SX Prestige,Kia Sorento Hybrid EX,Kia Sorento X-Pro Hybrid,Ford Flex,Peugeot 5008 GT Hybrid
